   ,word       ,x                  ,y                  ,count,part_of_speech
266,almost     ,-134.30633544921875,-53.7162971496582  ,38   ,RB
267,mountains  ,10.411237716674805 ,-476.80029296875   ,37   ,NNS
268,clerval    ,-67.43840789794922 ,85.26823425292969  ,57   ,NNP
269,miserable  ,-44.0224723815918  ,-98.67545318603516 ,64   ,JJ
270,journey    ,-24.023210525512695,176.12237548828125 ,35   ,NN
271,moment     ,123.75634002685547 ,-9.711854934692383 ,37   ,NN
272,idea       ,-111.42930603027344,-87.43606567382812 ,33   ,NN
273,horror     ,67.08987426757812  ,-36.10111618041992 ,45   ,NN
274,monster    ,-149.40382385253906,50.07673645019531  ,31   ,NN
275,fiend      ,-124.01669311523438,-116.1553726196289 ,31   ,NN
276,justine    ,111.09871673583984 ,100.59494018554688 ,51   ,NNP
277,cottage    ,-49.43212890625    ,56.030616760253906 ,51   ,NN
278,felix      ,-39.67839813232422 ,-79.06731414794922 ,50   ,NNP
